call_sign,frequency_khz,hours,status,city,state,country,facility_id,power_kw,directional,latitude,longitude,licensee
WMAM,570,Daytime,Licensed,MARINETTE,WI,US,40149,0.25,False,45.100528,-87.625111,"RADIO PLUS BAY CITIES, LLC"
CKWL,570,Daytime,CP,ILLIAMS LAKE,BC,CA,106076,1.0,False,52.091306,-122.175528,-
CKEK,570,Daytime,CP,RANBROOK,BC,CA,106075,10.0,True,49.47025,-115.721028,-
CJEM,570,Daytime,CP,DMUNDSTON,NB,CA,98943,5.0,False,47.363083,-68.288639,-
CFCB,570,Daytime,CP,ORNER BROOK,NL,CA,106077,10.0,False,48.936944,-57.991111,-
CKGL,570,Daytime,CP,ITCHENER,ON,CA,106078,10.0,True,43.290333,-80.352333,-
CFWH,570,Daytime,CP,HITEHORSE,YT,CA,106080,5.0,False,60.783333,-135.113861,-
WAAX,570,Nighttime,Licensed,GADSDEN,AL,US,22996,0.5,True,33.979278,-86.002472,"IHM LICENSES, LLC"
KLAC,570,Nighttime,Licensed,LOS ANGELES,CA,US,59958,5.0,True,34.069722,-118.19425,"LOS ANGELES BROADCASTING PARTNERS, LLC"
KCFJ,570,Nighttime,Licensed,ALTURAS,CA,US,33733,0.042,False,41.305444,-120.514944,"EDI MEDIA, INC."
WTBN,570,Nighttime,Licensed,PINELLAS PARK,FL,US,51985,0.73,True,27.999472,-82.700111,SALEM COMMUNICATIONS HOLDING CORPORATION
KUAI,570,Nighttime,Licensed,LEELE,HI,US,58938,1.0,False,21.991944,-159.405833,"PACIFIC RADIO GROUP, INC."
WKYX,570,Nighttime,Licensed,ADUCAH,KY,US,6874,0.5,True,37.014778,-88.612833,"BRISTOL BROADCASTING COMPANY, INC."
WIDS,570,Nighttime,Licensed,RUSSELL SPRINGS,KY,US,37447,0.042,False,37.094222,-85.080222,"HAMMOND BROADCASTING, INC."
WWRC,570,Nighttime,Licensed,BETHESDA,MD,US,11846,1.0,True,39.134278,-77.303583,SALEM COMMUNICATIONS HOLDING CORPORATION
WQDR,570,Nighttime,Licensed,ALEIGH,NC,US,61698,0.04,False,35.793194,-78.761111,"TRIANGLE BROADCAST ASSOCIATES, LLC"
WWNC,570,Nighttime,Licensed,ASHEVILLE,NC,US,2946,5.0,True,35.597056,-82.606528,"IHM LICENSES, LLC"
KWML,570,Nighttime,Licensed,AS CRUCES,NM,US,63950,0.155,False,32.30925,-106.823889,ARG OF LAS CRUCES LLC
WSYR,570,Nighttime,Licensed,SYRACUSE,NY,US,48720,5.0,True,42.987,-76.152139,"IHM LICENSES, LLC"
WKBN,570,Nighttime,Licensed,YOUNGSTOWN,OH,US,70519,5.0,True,40.985333,-80.600361,"IHM LICENSES, LLC"
WNAX,570,Nighttime,Licensed,YANKTON,SD,US,57846,5.0,True,42.913056,-97.316444,"SAGA COMMUNICATIONS OF SOUTH DAKOTA, LLC"
KLIF,570,Nighttime,Licensed,DALLAS,TX,US,35061,2.4,True,32.944833,-96.940556,"KLIF LICO, INC."
WMAM,570,Nighttime,Licensed,MARINETTE,WI,US,40149,0.1,False,45.100528,-87.625111,"RADIO PLUS BAY CITIES, LLC"
CKEK,570,Nighttime,CP,RANBROOK,BC,CA,106075,1.0,True,49.47025,-115.721028,-
CKWL,570,Nighttime,CP,ILLIAMS LAKE,BC,CA,106076,1.0,True,52.091306,-122.175528,-
CJEM,570,Nighttime,CP,DMUNDSTON,NB,CA,98943,1.0,True,47.363083,-68.288639,-
CFCB,570,Nighttime,CP,ORNER BROOK,NL,CA,106077,1.0,False,48.936944,-57.991111,-
CKGL,570,Nighttime,CP,ITCHENER,ON,CA,106078,10.0,True,43.290333,-80.352333,-
CFWH,570,Nighttime,CP,HITEHORSE,YT,CA,106080,1.0,False,60.783333,-135.113861,-
CJFX,580,Unlimited,CP,NTIGONISH,NS,CA,106084,25.0,True,45.718417,-62.057889,-
CJFX,580,Unlimited,CP,NTIGONISH,NS,CA,106084,10.0,True,45.610361,-62.011778,-
CKWW,580,Unlimited,CP,INDSOR,ON,CA,106088,0.5,True,42.172806,-83.047972,-
WACQ,580,Daytime,Licensed,USKEGEE,AL,US,1018,0.5,False,32.376806,-85.657722,"TIGER COMMUNICATIONS, INC."
KSAZ,580,Daytime,Licensed,ARANA,AZ,US,51079,5.0,False,32.453139,-111.285111,"KASA RADIO HOGAR, INC."
KMJ,580,Daytime,Licensed,FRESNO,CA,US,26923,50.0,True,36.659111,-119.347333,CUMULUS LICENSING LLC
KUBC,580,Daytime,Licensed,ONTROSE,CO,US,73626,5.0,False,38.425556,-107.883111,"TOWNSQUARE LICENSE, LLC"
WDBO,580,Daytime,Licensed,RLANDO,FL,US,48726,5.0,False,28.62,-81.409528,"COX RADIO, LLC"
WGAC,580,Daytime,Licensed,AUGUSTA,GA,US,4435,5.0,False,33.512361,-82.079833,"BEASLEY MEDIA GROUP LICENSES, LLC"
KIDO,580,Daytime,Licensed,NAMPA,ID,US,17396,20.0,False,43.428778,-116.329556,"TOWNSQUARE LICENSE, LLC"
KIDO,580,Daytime,Licensed,NAMPA,ID,US,17396,5.0,False,43.559611,-116.4015,"TOWNSQUARE LICENSE, LLC"
WILL,580,Daytime,Licensed,RBANA,IL,US,68941,5.0,True,40.080861,-88.236167,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS
WIBW,580,Daytime,Licensed,TOPEKA,KS,US,63169,5.0,False,39.084722,-95.783028,ALPHA MEDIA LICENSEE LLC
KJMJ,580,Daytime,Licensed,ALEXANDRIA,LA,US,20492,5.0,False,31.308528,-92.415972,"RADIO MARIA, INC."
WTAG,580,Daytime,Licensed,WORCESTER,MA,US,35230,5.0,True,42.337028,-71.820361,"IHM LICENSES, LLC"
WTCM,580,Daytime,Licensed,RAVERSE CITY,MI,US,70524,50.0,True,44.721667,-85.705083,"WTCM RADIO, INC."
WELO,580,Daytime,Licensed,UPELO,MS,US,58829,0.77,False,34.238167,-88.695333,"JMD, INC."
WKSK,580,Daytime,Licensed,WEST JEFFERSON,NC,US,8146,5.0,False,36.410944,-81.495944,"CADDELL BROADCASTING, INC."
KTMT,580,Daytime,Licensed,SHLAND,OR,US,57733,1.0,True,42.164028,-122.648917,"SMG-MEDFORD, LLC"
WHP,580,Daytime,Licensed,HARRISBURG,PA,US,15322,5.0,False,40.303139,-76.951639,"IHM LICENSES, LLC"
WKAQ,580,Daytime,Licensed,AN JUAN,PR,US,19099,10.0,True,18.430247,-66.135461,"WLII/WSUR LICENSE PARTNERSHIP, G.P."
KZMX,580,Daytime,Licensed,HOT SPRINGS,SD,US,46713,2.3,False,43.456639,-103.476583,"MT. RUSHMORE BROADCASTING, INC."
WXRH,580,Daytime,Licensed,OCKWOOD,TN,US,51114,5.0,False,35.827861,-84.655222,"3B TENNESSEE, INC."
KRFE,580,Daytime,Licensed,UBBOCK,TX,US,60804,0.5,True,33.533417,-101.821,"KRFE RADIO, INC."
WLVA,580,Daytime,Licensed,YNCHBURG,VA,US,39579,0.25,False,37.420972,-79.115028,BRENT EPPERSON EPPERSON
WKTY,580,Daytime,Licensed,A CROSSE,WI,US,36207,5.0,True,43.74025,-91.205972,"FAMILY RADIO, INC."
WCHS,580,Daytime,Licensed,CHARLESTON,WV,US,71660,5.0,False,38.36425,-81.767917,WEST VIRGINIA RADIO CORPORATION
CHAH,580,Daytime,CP,DMONTON,AB,CA,792471,10.0,True,53.319444,-113.446389,-
CKUA,580,Daytime,CP,DMONTON,AB,CA,106081,10.0,True,53.342833,-113.4585,-
C580,580,Daytime,CP,ALMON ARM,BC,CA,189785,10.0,False,50.717972,-119.341167,-
CKY,580,Daytime,CP,INNIPEG,MB,CA,106083,50.0,True,49.6025,-97.150306,-
CFRA,580,Daytime,CP,TTAWA,ON,CA,792293,50.0,True,45.201389,-75.723889,-
CKPR,580,Daytime,CP,HUNDER BAY,ON,CA,106087,5.0,False,48.435444,-89.344806,-
C58T,580,Daytime,CP,HUNDER BAY,ON,CA,189786,5.0,False,48.435444,-89.344806,-
NEW,580,Daytime,CP,AIE COMEAU,QC,CA,120522,10.0,True,49.176111,-68.310917,-
CHLC,580,Daytime,CP,AUTERIVE,QC,CA,106090,5.0,True,49.176111,-68.310917,-
CHLC,580,Daytime,CP,AIE COMEAU,QC,CA,106089,10.0,True,49.176111,-68.310917,-
WACQ,580,Nighttime,Licensed,USKEGEE,AL,US,1018,0.139,False,32.376806,-85.657722,"TIGER COMMUNICATIONS, INC."
KSAZ,580,Nighttime,Licensed,ARANA,AZ,US,51079,0.39,True,32.453139,-111.285111,"KASA RADIO HOGAR, INC."
KMJ,580,Nighttime,Licensed,FRESNO,CA,US,26923,50.0,True,36.659111,-119.347333,CUMULUS LICENSING LLC
KUBC,580,Nighttime,Licensed,ONTROSE,CO,US,73626,1.0,True,38.425556,-107.883111,"TOWNSQUARE LICENSE, LLC"
WDBO,580,Nighttime,Licensed,RLANDO,FL,US,48726,5.0,True,28.62,-81.409528,"COX RADIO, LLC"
WGAC,580,Nighttime,Licensed,AUGUSTA,GA,US,4435,0.84,True,33.524861,-81.908444,"BEASLEY MEDIA GROUP LICENSES, LLC"
KIDO,580,Nighttime,Licensed,NAMPA,ID,US,17396,4.4,True,43.428778,-116.329556,"TOWNSQUARE LICENSE, LLC"
KIDO,580,Nighttime,Licensed,NAMPA,ID,US,17396,5.0,True,43.559611,-116.4015,"TOWNSQUARE LICENSE, LLC"
WILL,580,Nighttime,Licensed,RBANA,IL,US,68941,0.1,True,40.080861,-88.236167,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS
WIBW,580,Nighttime,Licensed,TOPEKA,KS,US,63169,5.0,True,39.084722,-95.783028,ALPHA MEDIA LICENSEE LLC
KJMJ,580,Nighttime,Licensed,ALEXANDRIA,LA,US,20492,1.0,True,31.308528,-92.415972,"RADIO MARIA, INC."
WTAG,580,Nighttime,Licensed,WORCESTER,MA,US,35230,5.0,True,42.337028,-71.820361,"IHM LICENSES, LLC"
WTCM,580,Nighttime,Licensed,RAVERSE CITY,MI,US,70524,1.1,True,44.721667,-85.705083,"WTCM RADIO, INC."
WELO,580,Nighttime,Licensed,UPELO,MS,US,58829,0.095,False,34.238167,-88.695333,"JMD, INC."
WKSK,580,Nighttime,Licensed,WEST JEFFERSON,NC,US,8146,0.034,False,36.410944,-81.495944,"CADDELL BROADCASTING, INC."
KTMT,580,Nighttime,Licensed,SHLAND,OR,US,57733,1.0,True,42.164028,-122.648917,"SMG-MEDFORD, LLC"
WHP,580,Nighttime,Licensed,HARRISBURG,PA,US,15322,5.0,True,40.303139,-76.951639,"IHM LICENSES, LLC"
WKAQ,580,Nighttime,Licensed,AN JUAN,PR,US,19099,10.0,True,18.430247,-66.135461,"WLII/WSUR LICENSE PARTNERSHIP, G.P."
KZMX,580,Nighttime,Licensed,HOT SPRINGS,SD,US,46713,0.31,False,43.456639,-103.476583,"MT. RUSHMORE BROADCASTING, INC."
WXRH,580,Nighttime,Licensed,OCKWOOD,TN,US,51114,0.049,False,35.827861,-84.655222,"3B TENNESSEE, INC."
KRFE,580,Nighttime,Licensed,UBBOCK,TX,US,60804,0.29,True,33.533417,-101.821,"KRFE RADIO, INC."
WLVA,580,Nighttime,Licensed,YNCHBURG,VA,US,39579,0.014,False,37.420972,-79.115028,BRENT EPPERSON EPPERSON
WKTY,580,Nighttime,Licensed,A CROSSE,WI,US,36207,0.74,True,43.74025,-91.205972,"FAMILY RADIO, INC."
WCHS,580,Nighttime,Licensed,CHARLESTON,WV,US,71660,5.0,True,38.36425,-81.767917,WEST VIRGINIA RADIO CORPORATION
CHAH,580,Nighttime,CP,DMONTON,AB,CA,792471,10.0,True,53.319444,-113.446389,-
CKUA,580,Nighttime,CP,DMONTON,AB,CA,106081,10.0,True,53.342833,-113.4585,-
C580,580,Nighttime,CP,ALMON ARM,BC,CA,189785,1.0,True,50.717972,-119.341167,-
CKY,580,Nighttime,CP,INNIPEG,MB,CA,106083,50.0,True,49.6025,-97.150306,-
CFRA,580,Nighttime,CP,TTAWA,ON,CA,792293,30.0,True,45.201389,-75.723889,-
CKPR,580,Nighttime,CP,HUNDER BAY,ON,CA,106087,1.0,False,48.435444,-89.344806,-
C58T,580,Nighttime,CP,HUNDER BAY,ON,CA,189786,1.0,False,48.435444,-89.344806,-
CHLC,580,Nighttime,CP,AUTERIVE,QC,CA,106090,2.5,True,49.176111,-68.310917,-
NEW,580,Nighttime,CP,AIE COMEAU,QC,CA,120522,2.5,True,49.176111,-68.310917,-
KHAR,590,Unlimited,Licensed,ANCHORAGE,AK,US,60914,5.0,False,61.119444,-149.897472,ALPHA MEDIA LICENSEE LLC
WEZE,590,Unlimited,Licensed,BOSTON,MA,US,3594,5.0,True,42.406778,-71.086722,SALEM COMMUNICATIONS HOLDING CORPORATION
KQNT,590,Unlimited,Licensed,SPOKANE,WA,US,60421,5.0,False,47.615167,-117.250194,"IHM LICENSES, LLC"
CFTK,590,Unlimited,CP,ERRACE,BC,CA,106092,1.0,True,54.501167,-128.515556,-
CFNL,590,Unlimited,CP,ORT NELSON,BC,CA,106091,0.25,False,58.814056,-122.710361,-
CJCL,590,Unlimited,CP,ORONTO,ON,CA,106096,50.0,True,43.152833,-79.534222,-
KTIE,590,Daytime,Licensed,SAN BERNARDINO,CA,US,58808,2.5,True,34.072222,-117.298667,SALEM COMMUNICATIONS HOLDING CORPORATION
KCSJ,590,Daytime,Licensed,UEBLO,CO,US,53846,1.0,True,38.358333,-104.637472,"IHM LICENSES, LLC"
WAFC,590,Daytime,Licensed,LEWISTON,FL,US,24229,0.93,False,26.729778,-80.913389,GLADES MEDIA COMPANY LLP
WDWD,590,Daytime,Licensed,ATLANTA,GA,US,8623,12.0,True,33.845389,-84.644389,SALEM COMMUNICATIONS HOLDING CORPORATION
KSSK,590,Daytime,Licensed,HONOLULU,HI,US,48774,7.8,False,21.320833,-157.872778,"IHM LICENSES, LLC"
KLIS,590,Daytime,Licensed,WOOD RIVER,IL,US,13505,1.0,True,38.928667,-90.085667,BIG TOE MEDIA LLC
WVLK,590,Daytime,Licensed,EXINGTON,KY,US,27418,5.0,True,38.11175,-84.577444,CUMULUS LICENSING LLC
WKZO,590,Daytime,Licensed,KALAMAZOO,MI,US,54485,5.0,False,42.348639,-85.563333,"MIDWEST COMMUNICATIONS, INC."
WJMS,590,Daytime,Licensed,IRONWOOD,MI,US,57223,5.0,False,46.424389,-90.209333,MICHIGAN CIVIC MEDIA ALLIANCE LLC
KGLE,590,Daytime,Licensed,LENDIVE,MT,US,11016,1.0,False,47.097222,-104.786361,"HI-LINE RADIO FELLOWSHIP, INC."
WCAB,590,Daytime,Licensed,RUTHERFORDTON,NC,US,29261,1.0,False,35.393167,-81.922889,"SIGNAL HILL MEDIA PARTNERS, LLC"
KXSP,590,Daytime,Licensed,MAHA,NE,US,50313,5.0,False,41.315278,-95.998083,"SM-KXSP, LLC"
WROW,590,Daytime,Licensed,LBANY,NY,US,54853,5.0,True,42.573694,-73.786222,"6 JOHNSON ROAD LICENSES, INC."
KUGN,590,Daytime,Licensed,EUGENE,OR,US,12506,5.0,False,44.100667,-123.052861,CUMULUS LICENSING LLC
WARM,590,Daytime,Licensed,SCRANTON,PA,US,70504,1.8,True,41.477583,-75.875472,"SOUTHERN BELLE, LLC"
WMBS,590,Daytime,Licensed,UNIONTOWN,PA,US,21237,1.0,False,39.859806,-79.745333,FAYETTE BROADCASTING CORP.
WWLX,590,Daytime,Licensed,ORETTO,TN,US,53665,0.6,False,35.203417,-87.327528,ROGER WRIGHT
KLBJ,590,Daytime,Licensed,AUSTIN,TX,US,65791,5.0,False,30.238,-97.63,"WATERLOO MEDIA GROUP, L.P."
KSUB,590,Daytime,Licensed,CEDAR CITY,UT,US,61384,5.0,False,37.6975,-113.181778,"TOWNSQUARE LICENSE, LLC"
WLES,590,Daytime,Licensed,ON AIR,VA,US,72504,1.0,False,37.514583,-77.507472,TRUTH BROADCASTING CORPORATION
CFAR,590,Daytime,CP,LIN FLON,MB,CA,106093,10.0,True,54.801167,-101.852889,-
CJCW,590,Daytime,CP,USSEX,NB,CA,106094,1.0,True,45.685083,-65.524111,-
VOCM,590,Daytime,CP,UNKNOWN,NF,CA,106095,20.0,False,47.543833,-52.777889,-
CKRS,590,Daytime,CP,ONQUIERE,QC,CA,106097,25.0,True,48.370833,-71.171806,-
C590,590,Daytime,CP,ONQUIERE,QC,CA,189787,25.0,True,48.370833,-71.17125,-
CKRS,590,Daytime,CP,ONQUIERE,QC,CA,106097,10.0,True,48.370833,-71.171806,-
KTIE,590,Nighttime,Licensed,SAN BERNARDINO,CA,US,58808,0.96,True,34.072222,-117.298667,SALEM COMMUNICATIONS HOLDING CORPORATION
KCSJ,590,Nighttime,Licensed,UEBLO,CO,US,53846,1.0,True,38.358333,-104.637472,"IHM LICENSES, LLC"
WAFC,590,Nighttime,Licensed,LEWISTON,FL,US,24229,0.47,False,26.729778,-80.913389,GLADES MEDIA COMPANY LLP
WDWD,590,Nighttime,Licensed,ATLANTA,GA,US,8623,4.5,True,33.845389,-84.644389,SALEM COMMUNICATIONS HOLDING CORPORATION
KSSK,590,Nighttime,Licensed,HONOLULU,HI,US,48774,7.8,False,21.320833,-157.872778,"IHM LICENSES, LLC"
KLIS,590,Nighttime,Licensed,WOOD RIVER,IL,US,13505,1.0,True,38.928667,-90.085667,BIG TOE MEDIA LLC
WVLK,590,Nighttime,Licensed,EXINGTON,KY,US,27418,1.0,True,38.11175,-84.577444,CUMULUS LICENSING LLC
WJMS,590,Nighttime,Licensed,IRONWOOD,MI,US,57223,0.113,False,46.424389,-90.209333,MICHIGAN CIVIC MEDIA ALLIANCE LLC
WKZO,590,Nighttime,Licensed,KALAMAZOO,MI,US,54485,5.0,True,42.348639,-85.563333,"MIDWEST COMMUNICATIONS, INC."
KGLE,590,Nighttime,Licensed,LENDIVE,MT,US,11016,0.111,False,47.097222,-104.786361,"HI-LINE RADIO FELLOWSHIP, INC."
WCAB,590,Nighttime,Licensed,RUTHERFORDTON,NC,US,29261,0.228,False,35.393167,-81.922889,"SIGNAL HILL MEDIA PARTNERS, LLC"
KXSP,590,Nighttime,Licensed,MAHA,NE,US,50313,5.0,False,41.315278,-95.998083,"SM-KXSP, LLC"
WROW,590,Nighttime,Licensed,LBANY,NY,US,54853,1.0,True,42.573694,-73.786222,"6 JOHNSON ROAD LICENSES, INC."
KUGN,590,Nighttime,Licensed,EUGENE,OR,US,12506,5.0,True,44.100667,-123.052861,CUMULUS LICENSING LLC
WMBS,590,Nighttime,Licensed,UNIONTOWN,PA,US,21237,1.0,True,39.859806,-79.745333,FAYETTE BROADCASTING CORP.
WARM,590,Nighttime,Licensed,SCRANTON,PA,US,70504,0.43,True,41.477583,-75.875472,"SOUTHERN BELLE, LLC"
WWLX,590,Nighttime,Licensed,ORETTO,TN,US,53665,0.133,False,35.203417,-87.327528,ROGER WRIGHT
KLBJ,590,Nighttime,Licensed,AUSTIN,TX,US,65791,1.0,True,30.238,-97.63,"WATERLOO MEDIA GROUP, L.P."
KSUB,590,Nighttime,Licensed,CEDAR CITY,UT,US,61384,138.0,False,37.6975,-113.181778,"TOWNSQUARE LICENSE, LLC"
WLES,590,Nighttime,Licensed,ON AIR,VA,US,72504,0.058,False,37.514583,-77.507472,TRUTH BROADCASTING CORPORATION
CFAR,590,Nighttime,CP,LIN FLON,MB,CA,106093,1.0,False,54.801167,-101.852889,-
CJCW,590,Nighttime,CP,USSEX,NB,CA,106094,0.25,True,45.685083,-65.524111,-
VOCM,590,Nighttime,CP,UNKNOWN,NF,CA,106095,20.0,True,47.543833,-52.777889,-
C590,590,Nighttime,CP,ONQUIERE,QC,CA,189787,5.0,True,48.370833,-71.17125,-
CKRS,590,Nighttime,CP,ONQUIERE,QC,CA,106097,5.0,True,48.370833,-71.171806,-
WCAO,600,Unlimited,Licensed,BALTIMORE,MD,US,63777,5.0,True,39.429833,-76.761361,"IHM LICENSES, LLC"
KSJB,600,Unlimited,Licensed,AMESTOWN,ND,US,10778,5.0,True,46.817472,-98.709833,"CHESTERMAN COMMUNICATIONS JAMESTOWN, INC."
CFCT,600,Unlimited,CP,UKTOYAKTUK,NT,CA,106101,1.0,False,69.445528,-133.025611,-
KVNA,600,Daytime,Licensed,LAGSTAFF,AZ,US,68567,1.0,False,35.190556,-111.677667,YAVAPAI BROADCASTING CORPORATION
KOGO,600,Daytime,Licensed,SAN DIEGO,CA,US,51514,9.0,True,32.842556,-117.025861,"IHM LICENSES, LLC"
KCOL,600,Daytime,Licensed,ELLINGTON,CO,US,68685,5.0,True,40.649972,-105.048028,"IHM LICENSES, LLC"
WICC,600,Daytime,Licensed,BRIDGEPORT,CT,US,72345,1.0,True,41.160083,-73.164278,"CONNOISSEUR MEDIA LICENSES, LLC"
WBOB,600,Daytime,Licensed,JACKSONVILLE,FL,US,53588,50.0,True,30.30025,-81.759278,CHESAPEAKE-PORTSMOUTH BROADCASTING CORPORATION
WMT,600,Daytime,Licensed,CEDAR RAPIDS,IA,US,73593,5.0,False,42.061111,-91.545167,"IHM LICENSES, LLC"
WKYH,600,Daytime,Licensed,AINTSVILLE,KY,US,3430,5.0,False,37.78925,-82.784333,"S.I.P. BROADCASTING COMPANY, INC."
WVOG,600,Daytime,Licensed,NEW ORLEANS,LA,US,20415,1.0,False,29.957139,-90.15925,"F.W. ROBERT BROADCASTING CO., INC."
WFST,600,Daytime,Licensed,ARIBOU,ME,US,49517,5.0,False,46.886722,-68.045028,"NORTHERN BROADCAST MINISTRIES, INC."
WSNL,600,Daytime,Licensed,LINT,MI,US,42078,0.44,True,42.907528,-83.835222,"CHRISTIAN BROADCASTING SYSTEM, LTD."
WCHT,600,Daytime,Licensed,SCANABA,MI,US,47119,0.57,True,45.80525,-87.170417,"AMC PARTNERS ESCANABA, LLC"
KGEZ,600,Daytime,Licensed,KALISPELL,MT,US,60575,5.0,True,48.161056,-114.281806,FLATHEAD VALLEY WIRELESS ASSOCIATION LLC
WSJS,600,Daytime,Licensed,WINSTON-SALEM,NC,US,58391,5.0,True,36.116806,-80.357,TRUTH BROADCASTING CORPORATION
WSJS,600,Daytime,Application,WINSTON-SALEM,NC,US,58391,2.1,False,36.148611,-80.31925,TRUTH BROADCASTING CORPORATION
WCVP,600,Daytime,Licensed,URPHY,NC,US,10695,1.0,False,35.06675,-83.999361,CHEROKEE BROADCASTING COMPANY
WRQX,600,Daytime,Licensed,ALEM,OH,US,37547,1.0,True,40.829778,-80.930083,CUMULUS LICENSING LLC
WFRM,600,Daytime,Licensed,OUDERSPORT,PA,US,21196,1.0,False,41.753111,-78.000556,"L-COM, INC."
WYEL,600,Daytime,Licensed,AYAGUEZ,PR,US,70686,5.0,True,18.175536,-67.170472,"WLII/WSUR LICENSE PARTNERSHIP, G.P."
WREC,600,Daytime,Licensed,MEMPHIS,TN,US,58396,5.0,True,35.194806,-90.010083,"IHM LICENSES, LLC"
KROD,600,Daytime,Licensed,L PASO,TX,US,14908,5.0,False,31.915667,-106.393028,"TOWNSQUARE MEDIA OF EL PASO, INC."
KTBB,600,Daytime,Licensed,YLER,TX,US,24248,5.0,True,32.271833,-95.206611,"ATW MEDIA, LLC"
WVAR,600,Daytime,Licensed,ICHWOOD,WV,US,54372,1.0,False,38.230667,-80.54675,"SUMMIT MEDIA, INC."
CKSP,600,Daytime,CP,ANCOUVER,BC,CA,204370,50.0,True,49.160833,-122.731944,-
CBNA,600,Daytime,CP,T. ANTHONY,NL,CA,106099,10.0,True,51.367778,-55.615556,-
CKCL,600,Daytime,CP,RURO,NS,CA,106100,10.0,True,45.374528,-63.346806,-
CFCH,600,Daytime,CP,ORTH BAY,ON,CA,106102,10.0,True,46.179194,-79.4665,-
CFQR,600,Daytime,CP,ONTREAL,QC,CA,190778,10.0,True,45.392806,-73.697667,-
CJWW,600,Daytime,CP,ASKATOON,SK,CA,98981,25.0,True,52.073667,-106.810611,-
CJWW,600,Daytime,CP,ASKATOON,SK,CA,98981,10.0,True,52.112,-106.774222,-
KVNA,600,Nighttime,Licensed,LAGSTAFF,AZ,US,68567,0.07,False,35.190556,-111.677667,YAVAPAI BROADCASTING CORPORATION
KOGO,600,Nighttime,Licensed,SAN DIEGO,CA,US,51514,10.0,True,32.842556,-117.025861,"IHM LICENSES, LLC"
KCOL,600,Nighttime,Licensed,ELLINGTON,CO,US,68685,0.5,True,40.649972,-105.048028,"IHM LICENSES, LLC"
WICC,600,Nighttime,Licensed,BRIDGEPORT,CT,US,72345,0.5,True,41.160083,-73.164278,"CONNOISSEUR MEDIA LICENSES, LLC"
WBOB,600,Nighttime,Licensed,JACKSONVILLE,FL,US,53588,9.7,True,30.30025,-81.759278,CHESAPEAKE-PORTSMOUTH BROADCASTING CORPORATION
WMT,600,Nighttime,Licensed,CEDAR RAPIDS,IA,US,73593,5.0,True,42.061111,-91.545167,"IHM LICENSES, LLC"
WKYH,600,Nighttime,Licensed,AINTSVILLE,KY,US,3430,0.043,False,37.78925,-82.784333,"S.I.P. BROADCASTING COMPANY, INC."
WVOG,600,Nighttime,Licensed,NEW ORLEANS,LA,US,20415,0.031,False,29.957139,-90.15925,"F.W. ROBERT BROADCASTING CO., INC."
WFST,600,Nighttime,Licensed,ARIBOU,ME,US,49517,0.127,False,46.886722,-68.045028,"NORTHERN BROADCAST MINISTRIES, INC."
WCHT,600,Nighttime,Licensed,SCANABA,MI,US,47119,0.134,True,45.80525,-87.170417,"AMC PARTNERS ESCANABA, LLC"
WSNL,600,Nighttime,Licensed,LINT,MI,US,42078,0.25,True,42.907528,-83.835222,"CHRISTIAN BROADCASTING SYSTEM, LTD."
KGEZ,600,Nighttime,Licensed,KALISPELL,MT,US,60575,1.0,True,48.161056,-114.281806,FLATHEAD VALLEY WIRELESS ASSOCIATION LLC
WSJS,600,Nighttime,Licensed,WINSTON-SALEM,NC,US,58391,5.0,True,36.116806,-80.357,TRUTH BROADCASTING CORPORATION
WSJS,600,Nighttime,Application,WINSTON-SALEM,NC,US,58391,0.13,False,36.148611,-80.31925,TRUTH BROADCASTING CORPORATION
WCVP,600,Nighttime,Licensed,URPHY,NC,US,10695,0.02,False,35.06675,-83.999361,CHEROKEE BROADCASTING COMPANY
WRQX,600,Nighttime,Licensed,ALEM,OH,US,37547,0.045,True,40.829778,-80.930083,CUMULUS LICENSING LLC
WFRM,600,Nighttime,Licensed,OUDERSPORT,PA,US,21196,0.046,False,41.753111,-78.000556,"L-COM, INC."
WYEL,600,Nighttime,Licensed,AYAGUEZ,PR,US,70686,5.0,True,18.175536,-67.170472,"WLII/WSUR LICENSE PARTNERSHIP, G.P."
WREC,600,Nighttime,Licensed,MEMPHIS,TN,US,58396,5.0,True,35.194806,-90.010083,"IHM LICENSES, LLC"
KROD,600,Nighttime,Licensed,L PASO,TX,US,14908,5.0,True,31.915667,-106.393028,"TOWNSQUARE MEDIA OF EL PASO, INC."
KTBB,600,Nighttime,Licensed,YLER,TX,US,24248,2.5,True,32.271833,-95.206611,"ATW MEDIA, LLC"
WVAR,600,Nighttime,Licensed,ICHWOOD,WV,US,54372,0.055,False,38.230667,-80.54675,"SUMMIT MEDIA, INC."
CKSP,600,Nighttime,CP,ANCOUVER,BC,CA,204370,20.0,True,49.160833,-122.731944,-
CBNA,600,Nighttime,CP,T. ANTHONY,NL,CA,106099,10.0,True,51.367778,-55.615556,-
CKCL,600,Nighttime,CP,RURO,NS,CA,106100,1.0,True,45.374528,-63.346806,-
CFCH,600,Nighttime,CP,ORTH BAY,ON,CA,106102,5.0,True,46.179194,-79.4665,-
CFQR,600,Nighttime,CP,ONTREAL,QC,CA,190778,5.0,True,45.392806,-73.697667,-
CJWW,600,Nighttime,CP,ASKATOON,SK,CA,98981,8.0,True,52.073667,-106.810611,-
